27, 78, -54, 54
87, 96, -38, 19
41, 27, 41, -12
15, 19, -24, 86
52, 32, -62, -58
10, 15, -74, 24
40, 20, -68, -40
52, 46, -76, 21
87, 102, 22, 23
3, 94, -78, 42
11, 37, 83, -68
63, 32, -11, 10
81, 0, 7, 74
16, 3, 27, -86
36, 14, -77, 29
25, 32, -25, 59
57, 39, -54, -83
49, 76, 91, 94
22, 86, 36, -41
5, 25, 28, -95
63, 44, -16, 10
63, 48, 20, -42
13, 96, 77, -56
86, 39, -39, -60
65, 53, 52, -16
31, 14, -13, 2
40, 53, 35, 58
29, 38, -64, 52
62, 18, 44, -56
91, 79, -38, -34
4, 3, 79, -97
44, 20, -36, 65
44, 11, 62, -17
9, 72, -28, 78
51, 53, -2, -30
3, 68, -77, -80
98, 62, 17, 80
35, 70, -60, 39
73, 2, 68, 7
82, 25, 12, 6
97, 87, -75, 28
28, 74, 80, -21
17, 21, 72, -51
13, 73, 27, -9
67, 16, -61, 30
54, 54, 92, 68
66, 49, -95, 36
43, 17, 93, 22
4, 47, 30, -35
22, 44, -66, 43
4, 18, 72, -65
28, 93, 37, -68
2, 61, -27, 50
79, 43, 32, -45
21, 42, -20, -5
94, 45, -56, 25
52, 102, -13, 92
10, 101, 18, 26
64, 74, 52, -80
92, 30, 13, 45
92, 23, -83, -26
13, 43, 85, -71
59, 18, 95, 17
54, 21, 55, 38
47, 97, -7, -38
84, 89, -26, -67
65, 57, 57, -30
88, 18, -40, 15
81, 102, -91, 10
89, 23, -35, 54
45, 47, -37, 37
97, 100, 92, 76
12, 57, 19, 80
80, 75, -2, -98
34, 85, 9, 46
19, 29, -54, 19
3, 50, -40, -57
19, 76, 88, -9
17, 101, -71, -45
75, 55, 7, 87
86, 80, -90, -27
42, 88, 34, -34
89, 42, -88, 91
61, 36, 44, -65
36, 13, 91, 59
60, 83, 98, -75
38, 28, -11, 13
37, 13, -55, 97
15, 102, 88, 51
83, 44, -91, 2
12, 89, 14, -84
65, 33, 96, -58
89, 5, 18, -6
99, 74, -74, 16
57, 80, -95, 35
41, 40, 89, 80
17, 54, -14, -16
29, 39, -14, -52
86, 4, 61, 10
95, 46, -91, -78
15, 56, -74, -23
46, 39, -87, 78
20, 15, -24, -35
80, 95, 29, -47
50, 13, 59, 42
45, 42, -3, -83
33, 77, -6, -64
30, 79, -65, -9
84, 92, -34, 6
12, 87, -77, -43
48, 62, -54, -39
46, 36, -7, -76
46, 97, -3, 92
89, 77, -1, -78
77, 61, 11, -48
46, 89, -75, -94
94, 19, -80, -99
69, 21, 89, -93
3, 9, -29, 40
22, 61, -34, 55
40, 49, 44, -67
5, 89, 22, -20
40, 58, 24, -3
7, 42, -29, 66
97, 39, -75, 50
42, 61, 93, 53
7, 24, 82, 61
53, 2, 23, 95
25, 28, -16, -58
30, 53, -70, 34
47, 32, -5, 68
30, 34, -67, -12
21, 101, -80, 14
37, 43, 82, 29
15, 84, 79, -4
80, 85, 61, -82
3, 33, 17, 28
41, 39, -79, -93
45, 76, -76, 2
78, 80, -89, 21
92, 60, 79, -46
80, 87, 53, -89
53, 21, 97, -28
71, 41, 62, -39
0, 83, 25, -17
9, 79, 76, -34
70, 94, 48, 49
87, 60, -95, 85
68, 65, -43, 92
66, 28, 76, 20
6, 68, -33, -59
42, 46, 34, 9
8, 90, -28, -36
69, 54, 53, -55
3, 25, -32, -33
90, 7, 95, -67
74, 27, 37, 66
69, 19, -45, 38
98, 51, -59, -59
70, 65, -94, 7
75, 48, -86, -7
11, 12, 17, -62
57, 65, -69, -42
8, 18, -48, -57
16, 89, 23, 82
33, 78, 83, 87
66, 3, -88, 64
96, 82, 76, -84
17, 68, 80, -34
65, 81, -60, 78
4, 64, -76, -87
87, 97, 15, -61
92, 74, 13, 7
61, 53, 51, 48
84, 27, -88, -42
59, 94, 48, 37
9, 98, -76, 42
0, 90, -29, -93
31, 29, 38, -26
56, 37, 46, 68
52, 78, 96, 85
8, 51, -41, 33
1, 71, 64, -25
59, 72, -95, 80
6, 2, -80, 26
93, 94, 19, 12
36, 22, -13, 59
73, 75, 9, 74
99, 33, -54, -18
98, 30, 16, -97
2, 91, 52, -60
22, 83, -77, 83
76, 11, -91, -24
87, 58, -69, 63
37, 39, -63, 82
0, 10, -81, -47
56, 33, 65, 94
94, 46, 73, -16
33, 82, -64, -43
3, 61, 89, -64
24, 52, 29, -85
50, 37, -95, 56
2, 23, 70, 45
78, 88, 7, 74
62, 52, 59, 11
75, 48, 8, 73
70, 23, 58, 61
64, 78, -24, -53
62, 75, -57, -87
75, 56, 10, 89
36, 40, 35, 59
63, 18, -4, -83
93, 53, -50, 41
75, 8, 87, 45
46, 17, -57, -74
67, 21, 54, 77
93, 20, -88, 91
87, 95, -88, 51
48, 21, 45, 75
36, 20, -63, 79
90, 18, 15, -63
29, 83, 32, 40
0, 25, -88, -44
22, 32, -66, -3
49, 38, -5, -37
0, 30, 20, -44
98, 35, 71, 27
43, 87, -63, -57
49, 57, -3, 14
33, 0, 36, -22
98, 17, 21, -57
40, 55, 48, 89
82, 94, 4, 40
69, 93, 6, 53
94, 30, 94, 5
1, 73, -37, -32
38, 5, 60, 18
92, 3, 26, -3
39, 101, -26, -70
13, 50, 29, -39
59, 47, 54, 11
4, 11, 29, 29
23, 11, -69, 26
55, 56, -6, 73
52, 26, -8, 70
46, 24, -8, -51
91, 56, 14, -76
10, 85, -68, 5
99, 45, 19, -85
85, 12, 62, -93
64, 18, -88, 48
0, 96, 71, 65
55, 21, -55, -28
21, 99, -72, -93
11, 82, -72, -2
52, 42, 66, -60
75, 43, -91, 29
95, 89, 10, 17
88, 65, -36, -87
100, 69, 78, 78
26, 102, 86, 15
62, 72, 44, -91
13, 0, 28, -38
73, 5, -44, 47
55, 95, 97, 7
37, 20, 45, -54
30, 61, 43, 23
7, 13, 28, -8
41, 25, -2, -88
26, 89, 41, -98
87, 40, -62, -60
67, 39, -3, 96
37, 18, -43, -89
11, 99, -40, 27
53, 42, 13, -43
7, 49, -27, 59
61, 6, 47, 1
95, 71, 45, -42
74, 94, 59, 26
29, 33, 35, -58
24, 47, -17, -92
32, 18, 88, -8
28, 1, -19, -99
62, 75, 6, -68
52, 69, 87, -26
91, 26, 11, 98
50, 16, 46, 61
78, 5, 58, 17
83, 34, 10, -30
54, 38, -5, -83
45, 59, 92, 7
85, 48, 62, -78
18, 95, -26, -82
74, 25, -95, 45
1, 90, -37, 65
22, 63, -1, -35
25, 28, -24, 63
98, 45, 18, 43
22, 50, -18, 48
59, 36, -67, -64
20, 88, 84, -52
81, 36, 62, 59
38, 41, -10, -69
13, 2, -26, 97
0, 15, -92, 86
15, 0, 32, -66
38, 52, 13, 17
73, 88, 7, -91
5, 5, 72, 83
45, 7, -41, -75
49, 49, -5, 98
12, 87, 80, -54
68, 8, 58, 56
55, 52, -39, 18
1, 99, -37, 65
55, 20, 42, -15
7, 80, 23, 99
11, 46, -73, -60
25, 11, -99, 49
25, 44, -25, 50
72, 10, -33, -90
47, 28, 43, 68
74, 32, -44, -5
62, 30, -82, 84
76, 67, 53, 50
41, 16, 92, -79
43, 46, 42, 25
86, 23, 65, 54
64, 45, 53, -99
25, 42, -18, 91
18, 46, -71, -5
80, 24, -91, -83
53, 96, 31, 1
45, 37, -56, -83
54, 81, -5, 14
97, 49, 24, 36
55, 4, -51, -54
88, 70, -89, 7
81, 95, -91, 26
53, 95, -7, 21
18, 72, -16, 72
83, 39, 9, -60
9, 95, -77, -22
0, 9, 68, 58
